fecha,nieve,savi,agua
2009-09-01,2793.865210732668,,
2009-10-01,980.5574798191626,,
2009-11-01,153.5408147821574,,
2009-12-01,126.9385150730191,,
2010-01-01,122.6742589033634,,
2010-02-01,164.73287716629633,,
2010-03-01,174.18789726932928,,
2010-04-01,25278.843094940894,,
2010-05-01,70293.38764507113,,
2010-06-01,13081.76419176219,,
2010-07-01,3820.2806372922278,,
2010-08-01,1836.7119450179248,,
2010-09-01,1176.433546002006,,
2010-10-01,872.9188342060946,,
2010-11-01,166.502795197552,,
2010-12-01,109.12154681874469,,
2011-01-01,90.67897937443351,,
2011-02-01,986.0621820912012,,
2011-03-01,433.7594612307682,,
2011-04-01,582.2372052553105,,
2011-05-01,13212.290171922703,,
2011-06-01,34224.48039722953,,
2011-07-01,26386.627191170155,,
2011-08-01,31961.875739722756,,
2011-09-01,8835.873843845335,,
2011-10-01,3346.0438540890223,,
2011-11-01,3033.3391109325075,,
2011-12-01,2088.1959020835334,,
2012-01-01,2058.4700180239556,,
2012-02-01,1973.5112597578118,,
2012-03-01,1505.6205352039142,,
2012-04-01,3903.382158538537,,
2012-05-01,17171.99694823482,,
2012-06-01,29300.252562203223,,
2012-07-01,10754.146673771389,,
2012-08-01,5375.488331610343,,
2012-09-01,5706.578879476193,,
2012-10-01,834.7636435016467,,
2012-11-01,857.6319937350881,,
2012-12-01,464.75032947268704,,
2013-01-01,425.4736608798475,,
2013-02-01,358.4653346461039,,
2013-03-01,263.7772203584974,,
2013-04-01,231.2782501468299,,
2013-05-01,25522.631456945,,
2013-06-01,126882.25838241514,,
2013-07-01,29660.37759515798,,
2013-08-01,13238.613055015936,,
2013-09-01,33776.88346770471,,
2013-10-01,15510.527149891965,,
2013-11-01,1848.3371052413465,,
2013-12-01,313.77325072113285,,
2014-01-01,34306.67366020658,,
2014-02-01,245.66042182122334,,
2014-03-01,4528.444981528924,,
2014-04-01,524.2528073811472,,
2014-05-01,222.16293094851315,,
2014-06-01,51769.1724816692,,
2014-07-01,12149.776403152715,,
2014-08-01,6366.01802871684,,
2014-09-01,5752.822288300271,,
2014-10-01,1806.871001133762,,
2014-11-01,374.3841517628119,,
2014-12-01,167.25316116170012,,
2015-01-01,145.84924266742638,,
2015-02-01,1749.3412373571812,,
2015-03-01,177.68894793322463,,
2015-04-01,48214.29811450744,,
2015-05-01,15100.748987437824,,
2015-06-01,23134.997981644738,,
2015-07-01,15211.212546687408,,
2015-08-01,18570.56827300126,,
2015-09-01,5397.875450505347,,
2015-10-01,7566.360518934278,,
2015-11-01,2993.8492372222813,,
2015-12-01,938.3248074550464,,
2016-01-01,350.1875049685739,,140.40097410038155
2016-02-01,222.43534778535877,,152.98284464920562
2016-03-01,294.2091444406622,,183.3832858200721
2016-04-01,72252.99542813344,,
2016-05-01,2270.2393032597347,,176.28209302053588
2016-06-01,5581.429435744541,,
2016-07-01,56953.50454383689,0.23073540435871753,190.83389358352505
2016-08-01,1460.6812083961447,0.23883489344794961,209.94371399523757
2016-09-01,761.9526516852515,0.26054043229268803,203.15095215452652
2016-10-01,292.9392091415088,0.30252821741986485,158.4458544330734
2016-11-01,177.18666736249855,0.3197702241927939,138.42049571517734
2016-12-01,167.14536623476246,0.3405948329240076,119.05936802015225
2017-01-01,811.229176555942,0.4279764558579772,220.75560192482243
2017-02-01,846.6607987044217,0.4390692524606308,259.71410346714794
2017-03-01,3192.756244091606,0.44714520666262264,215.35790268691864
2017-04-01,4585.367493877078,0.4035926204571605,216.026494625847
2017-05-01,1172.9578448728012,0.29994920795450775,
2017-06-01,113408.26620716465,0.22110639998448228,
2017-07-01,43059.27825661942,0.21642800847810642,307.59319219949504
2017-08-01,16784.357606272803,0.20657192274398584,263.88832160816236
2017-09-01,7311.324727799839,0.20543516044322974,125.13261886924232
2017-10-01,4160.550286622806,0.2675916431805485,132.85867091440772
2017-11-01,1938.6135896754179,0.28740594400953,141.78990299196664
2017-12-01,898.3085771185588,0.32550929653782135,168.3422409376846
2018-01-01,307.97380401196654,0.35001867913875645,168.2477617747619
2018-02-01,1400.9224586299254,0.4345965320726372,285.651960634386
2018-03-01,1969.4422099873327,0.3955696848162371,255.07123945519547
2018-04-01,2892.9012290052056,0.36164171738566236,270.7589804899625
2018-05-01,413.40708407407624,0.3284227484615389,243.40420368350436
2018-06-01,824.7933954462657,0.25917213727484856,204.11866030359243
2018-07-01,56510.64836472481,0.21154986737805326,160.44823896121156
2018-08-01,50131.15526638867,0.2239240592627802,302.25893746153247
2018-09-01,27481.729917680812,0.2438152931233143,235.32462969667645
2018-10-01,9098.678178474453,0.2778044755172531,241.75868321124383
2018-11-01,2687.243395662161,0.33380841671734834,198.51083927093703
2018-12-01,702.3298789564292,0.33965835548877604,188.09851741177783
2019-01-01,294.20376008373586,0.3695122886416201,206.06042335683046
2019-02-01,1221.6623004346352,0.46386334247044775,371.6565590539201
2019-03-01,714.3122634225787,0.4197756224275251,299.51757516168504
2019-04-01,1374.2150841733833,0.38634877270902773,281.0138379174502
2019-05-01,10035.688347165109,0.30945861691056115,277.18712408970384
2019-06-01,23659.468921312993,0.2759009999925283,202.43080982038387
2019-07-01,7780.615640321675,0.2555536733673889,222.47982439923874
2019-08-01,2215.4467084950375,0.24666884851265947,221.65999355266936
2019-09-01,9001.710321765106,0.26710067533556237,192.92641583193117
2019-10-01,2883.8090130742194,0.3053871848926168,162.20076860145153
2019-11-01,484.52986832064755,0.36913157764254373,156.14581272980786
2019-12-01,175.38849157939126,0.3775569658214293,148.46588054704037
2020-01-01,290.5900066132909,0.4196936755881346,173.89227603386763
2020-02-01,356.8276381679423,0.4255253188055774,187.8310958047126
2020-03-01,2225.2419137738875,0.40594292623621897,204.1723134427455
2020-04-01,380.6607366659325,0.37554775458952944,213.75980192801572
2020-05-01,260.3334064292504,0.32467170582401494,227.42087470417476
2020-06-01,1368.0038018136136,0.24248269039150389,182.6655382307546
2020-07-01,217.96484653700304,0.2179528687321207,163.33831592395546
2020-08-01,178.99084501862998,0.21393076266410493,184.1884610147755
2020-09-01,15433.438443588166,0.23275268603695445,161.1086723936314
2020-10-01,2930.453490476459,0.26402575597628375,143.0885574352889
2020-11-01,614.5354872220151,0.30328843177975373,119.97646101741508
2020-12-01,222.89751009609697,0.31261085075177686,127.53617468745664
2021-01-01,226.20209481168072,0.3513240260958045,139.25616412642785
2021-02-01,164.06966117327016,0.35021215588794935,142.4990600514769
2021-03-01,197.31337641107945,0.33091058181481303,161.59628708582545
2021-04-01,146.1318766790311,0.30960097287341803,174.85064178122371
2021-05-01,201.86097947883337,0.2746004781201138,208.56594385312178
2021-06-01,31546.238216251008,0.23019471142472736,261.8293849963601
2021-07-01,28475.436984268672,0.19402362239467877,229.02393167715272
2021-08-01,28623.228369810182,0.20160112641650194,217.64689528822322
2021-09-01,6142.342281685289,0.22811333106754758,182.15685823895802
2021-10-01,3031.98776061822,0.2616231933815214,146.53380773331807
2021-11-01,1027.8880388164537,0.2963496329584293,135.52159598931829
2021-12-01,576.8420937295895,0.3438215430412871,155.18195975717603
2022-01-01,622.1770945359403,0.4035889880127077,223.7865982694194
2022-02-01,365.07889395656576,0.41046052275540984,235.52013589212842
2022-03-01,1640.166104003177,0.3962984876777887,233.36608770459932
2022-04-01,323.6365088243572,0.3419341288888939,235.9114496721373
2022-05-01,241.61154807834015,0.29131768848334155,246.929897313094
2022-06-01,14438.760825588774,0.2407810204063034,225.82709181677455
2022-07-01,13815.55204601549,0.22538083450062482,207.6531722171907
2022-08-01,4915.922334344252,0.2314475018324957,181.32787131902495
2022-09-01,2632.308668640785,0.22284637975963176,149.3049139351615
2022-10-01,1266.9514699112997,0.2403386271614896,134.2962036402019
2022-11-01,477.70113636582045,0.28486996810727017,146.42821913143018
2022-12-01,214.63281148990026,0.35857989195286927,158.5753165184617
2023-01-01,179.94058509175483,0.3871635905892077,152.69773939572661
2023-02-01,4385.099981257267,0.3993298267830395,168.43402520696145
2023-03-01,3285.6035555877816,0.38029263709938993,178.2365111323838
2023-04-01,939.0078865873082,0.35087469184105285,181.13292362300731
2023-05-01,5803.434185971757,0.30489445358394246,158.10384120986652
2023-06-01,2551.932347577017,0.25772017011360654,200.27521029157964
2023-07-01,1004.1171528342464,0.2271552362463698,201.9371413543123
2023-08-01,501.4818938257456,0.2273385943609287,197.74202874357738
2023-09-01,279.172403414093,0.2254894101312208,129.65429552358347
2023-10-01,181.13248217636448,0.25236159043163253,72.6217919275344
2023-11-01,178.92149484971952,0.2793971782300521,49.90610639368306
2023-12-01,110.897219351779,0.2905195105713689,47.08481443082131
2024-01-01,98.43417540699049,0.3051603841374022,52.59169505332962
2024-02-01,1557.6233177579836,0.31049125490233664,80.38124190680118
2024-03-01,211.55072631869984,0.2864115276369924,67.25503210263011
2024-04-01,5356.381049796975,0.2639033933747736,73.35204128865833
2024-05-01,3840.350367456163,0.217373515465355,45.93203275198793
2024-06-01,1751.9322278465377,0.20293313140578256,62.845394612993644
2024-07-01,1075.7423283787223,0.1853216021613082,68.97920344444658
2024-08-01,742.6443574896122,0.18200091057989645,54.585064072866366
2024-09-01,366.0222188680753,0.18628388322622688,45.767326831243395
2024-10-01,2130.8213255134165,0.19411879873573396,40.03181413514359
2024-11-01,217.2439677564599,0.20615355785017161,33.72265612801742
2024-12-01,77.74850743973465,0.2113501859054255,25.07410469417447
2025-01-01,104.18774664003581,0.21699501601397517,27.697986510101558
2025-02-01,174.45868770011774,0.21694230947196622,31.490203024374562
2025-03-01,163.69832057092765,0.21906111344618098,33.32471908180242
